subclass_id_label,AllenRegionRate,AllenRegionRateTop3,MajorRegionRate,MajorRegionRateTop3
238 NTS Phox2b Glut,MY:0.854001759014952;HB:0.133685136323659;PONS:0.00527704485488127;MB-PONS:0.00263852242744063;HY LZ:0.00175901495162709;HY:0.00131926121372032;TH:0.00131926121372032,MY:0.854001759014952;HB:0.133685136323659;PONS:0.00527704485488127,MY:0.854001759014952;HB:0.133685136323659;Pons:0.00527704485488127;HY:0.00307827616534741;MB-PONS:0.00263852242744063;TH:0.00131926121372032,MY:0.854001759014952;HB:0.133685136323659;Pons:0.00527704485488127
239 MARN-GRN Pyy Glut,MY:0.863636363636364;HB:0.0909090909090909;PONS:0.0454545454545455,MY:0.863636363636364;HB:0.0909090909090909;PONS:0.0454545454545455,MY:0.863636363636364;HB:0.0909090909090909;Pons:0.0454545454545455,MY:0.863636363636364;HB:0.0909090909090909;Pons:0.0454545454545455
240 MDRNv Lhx4 Qrfprl Glut,MY:1,MY:1;;,MY:1,MY:1;;
241 NTS Mbnl3 Glut,MY:0.816901408450704;HB:0.183098591549296,MY:0.816901408450704;HB:0.183098591549296;,MY:0.816901408450704;HB:0.183098591549296,MY:0.816901408450704;HB:0.183098591549296;
242 PGRNd Dmbx1 Glut,MY:0.901960784313726;HB:0.0980392156862745,MY:0.901960784313726;HB:0.0980392156862745;,MY:0.901960784313726;HB:0.0980392156862745,MY:0.901960784313726;HB:0.0980392156862745;
243 PGRN-PARN-MDRN Hoxb5 Glut,MY:0.780068728522337;PONS:0.0945017182130584;HB:0.0607101947308133;MB:0.0286368843069874;MB-PONS:0.0246277205040092;HY LZ:0.00630011454753723;TH:0.00400916380297824;HY:0.0011454753722795,MY:0.780068728522337;PONS:0.0945017182130584;HB:0.0607101947308133,MY:0.780068728522337;Pons:0.0945017182130584;HB:0.0607101947308133;MB:0.0286368843069874;MB-PONS:0.0246277205040092;HY:0.00744558991981672;TH:0.00400916380297824,MY:0.780068728522337;Pons:0.0945017182130584;HB:0.0607101947308133
244 MV-SPIV Slc6a2 Glut,MY:0.86;HB:0.14,MY:0.86;HB:0.14;,MY:0.86;HB:0.14,MY:0.86;HB:0.14;
245 SPVI-SPVC Tlx3 Ebf3 Glut,MY:0.900774102744546;HB:0.0893736805066854;HY LZ:0.00422237860661506;HY:0.00211118930330753;MB:0.00140745953553835;MB-PONS:0.000703729767769177;PONS:0.000703729767769177;TH:0.000703729767769177,MY:0.900774102744546;HB:0.0893736805066854;HY LZ:0.00422237860661506,MY:0.900774102744546;HB:0.0893736805066854;HY:0.00633356790992259;MB:0.00140745953553835;MB-PONS:0.000703729767769177;Pons:0.000703729767769177;TH:0.000703729767769177,MY:0.900774102744546;HB:0.0893736805066854;HY:0.00633356790992259
246 CU-ECU-SPVI Foxb1 Glut,MY:0.928039702233251;HB:0.0297766749379653;PONS:0.0161290322580645;HY LZ:0.00744416873449132;MB:0.00620347394540943;TH:0.00620347394540943;MB-PONS:0.00372208436724566;HY:0.00248138957816377,MY:0.928039702233251;HB:0.0297766749379653;PONS:0.0161290322580645,MY:0.928039702233251;HB:0.0297766749379653;Pons:0.0161290322580645;HY:0.00992555831265509;MB:0.00620347394540943;TH:0.00620347394540943;MB-PONS:0.00372208436724566,MY:0.928039702233251;HB:0.0297766749379653;Pons:0.0161290322580645
247 MV-SPIV Phox2b Ebf3 Lbx1 Glut,MY:0.735395189003436;HB:0.168384879725086;PONS:0.0584192439862543;MB-PONS:0.013745704467354;MB:0.0103092783505155;HY LZ:0.00687285223367698;TH:0.00687285223367698,MY:0.735395189003436;HB:0.168384879725086;PONS:0.0584192439862543,MY:0.735395189003436;HB:0.168384879725086;Pons:0.0584192439862543;MB-PONS:0.013745704467354;MB:0.0103092783505155;HY:0.00687285223367698;TH:0.00687285223367698,MY:0.735395189003436;HB:0.168384879725086;Pons:0.0584192439862543
248 MV-SPIV Zic4 Neurod2 Glut,MY:0.816733067729084;HB:0.167330677290837;HY:0.00531208499335989;HY LZ:0.00531208499335989;PONS:0.00265604249667995;MB:0.00132802124833997;TH:0.00132802124833997,MY:0.816733067729084;HB:0.167330677290837;HY:0.00531208499335989,MY:0.816733067729084;HB:0.167330677290837;HY:0.0106241699867198;Pons:0.00265604249667995;MB:0.00132802124833997;TH:0.00132802124833997,MY:0.816733067729084;HB:0.167330677290837;HY:0.0106241699867198
249 NTS Aldh1a2 Glut,MY:1,MY:1;;,MY:1,MY:1;;
250 CBN Neurod2 Pvalb Glut,CB:0.850980392156863;MY:0.0823529411764706;PONS:0.0352941176470588;HB:0.0156862745098039;HY LZ:0.0156862745098039,CB:0.850980392156863;MY:0.0823529411764706;PONS:0.0352941176470588,CB:0.850980392156863;MY:0.0823529411764706;Pons:0.0352941176470588;HB:0.0156862745098039;HY:0.0156862745098039,CB:0.850980392156863;MY:0.0823529411764706;Pons:0.0352941176470588
251 NTS Dbh Glut,MY:0.899022801302932;PONS:0.0521172638436482;HB:0.0439739413680782;MB:0.00325732899022801;HY LZ:0.00162866449511401,MY:0.899022801302932;PONS:0.0521172638436482;HB:0.0439739413680782,MY:0.899022801302932;Pons:0.0521172638436482;HB:0.0439739413680782;MB:0.00325732899022801;HY:0.00162866449511401,MY:0.899022801302932;Pons:0.0521172638436482;HB:0.0439739413680782
252 DMX VII Tbx20 Chol,MY:0.72;MB-PONS:0.126666666666667;HB:0.0933333333333333;PONS:0.06,MY:0.72;MB-PONS:0.126666666666667;HB:0.0933333333333333,MY:0.72;MB-PONS:0.126666666666667;HB:0.0933333333333333;Pons:0.06,MY:0.72;MB-PONS:0.126666666666667;HB:0.0933333333333333
253 IO Fgl2 Glut,MY:0.746268656716418;HB:0.253731343283582,MY:0.746268656716418;HB:0.253731343283582;,MY:0.746268656716418;HB:0.253731343283582,MY:0.746268656716418;HB:0.253731343283582;
254 VCO Mafa Meis2 Glut,MY:0.822950819672131;CB:0.150819672131148;PONS:0.0229508196721311;HB:0.00327868852459016,MY:0.822950819672131;CB:0.150819672131148;PONS:0.0229508196721311,MY:0.822950819672131;CB:0.150819672131148;Pons:0.0229508196721311;HB:0.00327868852459016,MY:0.822950819672131;CB:0.150819672131148;Pons:0.0229508196721311
255 SPVO Mafa Meis2 Glut,MY:0.917808219178082;MB-PONS:0.0410958904109589;PONS:0.0273972602739726;MB:0.0136986301369863,MY:0.917808219178082;MB-PONS:0.0410958904109589;PONS:0.0273972602739726,MY:0.917808219178082;MB-PONS:0.0410958904109589;Pons:0.0273972602739726;MB:0.0136986301369863,MY:0.917808219178082;MB-PONS:0.0410958904109589;Pons:0.0273972602739726
256 SPVC Mafa Glut,MY:0.995024875621891;HB:0.00497512437810945,MY:0.995024875621891;HB:0.00497512437810945;,MY:0.995024875621891;HB:0.00497512437810945,MY:0.995024875621891;HB:0.00497512437810945;
257 SPVC Ccdc172 Glut,MY:0.98469387755102;HB:0.0102040816326531;HY:0.00510204081632653,MY:0.98469387755102;HB:0.0102040816326531;HY:0.00510204081632653,MY:0.98469387755102;HB:0.0102040816326531;HY:0.00510204081632653,MY:0.98469387755102;HB:0.0102040816326531;HY:0.00510204081632653
258 SPVC Nmu Glut,MY:0.997093023255814;HB:0.00290697674418605,MY:0.997093023255814;HB:0.00290697674418605;,MY:0.997093023255814;HB:0.00290697674418605,MY:0.997093023255814;HB:0.00290697674418605;
259 MDRNd Bves Glut,MY:0.753846153846154;HB:0.246153846153846,MY:0.753846153846154;HB:0.246153846153846;,MY:0.753846153846154;HB:0.246153846153846,MY:0.753846153846154;HB:0.246153846153846;
260 MDRNv Crp Glut,MY:1,MY:1;;,MY:1,MY:1;;
261 HB Calcb Chol,MY:0.652542372881356;PONS:0.135593220338983;CB:0.127118644067797;MB:0.0677966101694915;MB-PONS:0.0169491525423729,MY:0.652542372881356;PONS:0.135593220338983;CB:0.127118644067797,MY:0.652542372881356;Pons:0.135593220338983;CB:0.127118644067797;MB:0.0677966101694915;MB-PONS:0.0169491525423729,MY:0.652542372881356;Pons:0.135593220338983;CB:0.127118644067797
262 Pineal Crx Glut,TH:0.56;RSP:0.2375;MB:0.2025,TH:0.56;RSP:0.2375;MB:0.2025,TH:0.56;Isocortex:0.2375;MB:0.2025,TH:0.56;Isocortex:0.2375;MB:0.2025
263 CS-RPO Meis2 Gaba,PONS:0.855687606112054;MB:0.0645161290322581;MY:0.0305602716468591;HB:0.0271646859083192;MB-PONS:0.0135823429541596;HY LZ:0.00509337860780985;HY:0.0033955857385399,PONS:0.855687606112054;MB:0.0645161290322581;MY:0.0305602716468591,Pons:0.855687606112054;MB:0.0645161290322581;MY:0.0305602716468591;HB:0.0271646859083192;MB-PONS:0.0135823429541596;HY:0.00848896434634975,Pons:0.855687606112054;MB:0.0645161290322581;MY:0.0305602716468591
264 PRNc Otp Gly-Gaba,PONS:0.814432989690722;MY:0.126002290950745;HB:0.0286368843069874;MB-PONS:0.0240549828178694;MB:0.00343642611683849;HY LZ:0.00229095074455899;HY:0.0011454753722795,PONS:0.814432989690722;MY:0.126002290950745;HB:0.0286368843069874,Pons:0.814432989690722;MY:0.126002290950745;HB:0.0286368843069874;MB-PONS:0.0240549828178694;HY:0.00343642611683849;MB:0.00343642611683849,Pons:0.814432989690722;MY:0.126002290950745;HB:0.0286368843069874
265 PB Sst Gly-Gaba,PONS:0.491666666666667;MY:0.191666666666667;MB:0.15;HB:0.075;MB-PONS:0.075;CB:0.0166666666666667,PONS:0.491666666666667;MY:0.191666666666667;MB:0.15,Pons:0.491666666666667;MY:0.191666666666667;MB:0.15;HB:0.075;MB-PONS:0.075;CB:0.0166666666666667,Pons:0.491666666666667;MY:0.191666666666667;MB:0.15
266 PRNc Prox1 Brs3 Gly-Gaba,PONS:0.540540540540541;MY:0.263513513513513;HB:0.0878378378378378;MB-PONS:0.0743243243243243;HY:0.0135135135135135;HY LZ:0.0135135135135135;TH:0.00675675675675676,PONS:0.540540540540541;MY:0.263513513513513;HB:0.0878378378378378,Pons:0.540540540540541;MY:0.263513513513513;HB:0.0878378378378378;MB-PONS:0.0743243243243243;HY:0.027027027027027;TH:0.00675675675675676,Pons:0.540540540540541;MY:0.263513513513513;HB:0.0878378378378378
267 CS-PRNr-PCG Tmem163 Otp Gaba,PONS:0.783720930232558;MB:0.141860465116279;MB-PONS:0.0465116279069767;MY:0.013953488372093;HB:0.00465116279069767;HY:0.00465116279069767;HY LZ:0.00465116279069767,PONS:0.783720930232558;MB:0.141860465116279;MB-PONS:0.0465116279069767,Pons:0.783720930232558;MB:0.141860465116279;MB-PONS:0.0465116279069767;MY:0.013953488372093;HY:0.00930232558139535;HB:0.00465116279069767,Pons:0.783720930232558;MB:0.141860465116279;MB-PONS:0.0465116279069767
268 CS-PRNr-DR En1 Sox2 Gaba,MB:0.491773308957952;PONS:0.372943327239488;MB-PONS:0.131627056672761;MY:0.0036563071297989,MB:0.491773308957952;PONS:0.372943327239488;MB-PONS:0.131627056672761,MB:0.491773308957952;Pons:0.372943327239488;MB-PONS:0.131627056672761;MY:0.0036563071297989,MB:0.491773308957952;Pons:0.372943327239488;MB-PONS:0.131627056672761
269 LDT Fgf7 Gaba,MB:0.541284403669725;PONS:0.334862385321101;HB:0.0596330275229358;MY:0.0275229357798165;MB-PONS:0.018348623853211;HY:0.0137614678899083;TH:0.00458715596330275,MB:0.541284403669725;PONS:0.334862385321101;HB:0.0596330275229358,MB:0.541284403669725;Pons:0.334862385321101;HB:0.0596330275229358;MY:0.0275229357798165;MB-PONS:0.018348623853211;HY:0.0137614678899083;TH:0.00458715596330275,MB:0.541284403669725;Pons:0.334862385321101;HB:0.0596330275229358
270 LDT-DTN Gata3 Nfix Gaba,PONS:0.762124711316397;MB-PONS:0.157043879907621;MB:0.069284064665127;HY:0.0046189376443418;TH:0.0046189376443418;HB:0.0023094688221709,PONS:0.762124711316397;MB-PONS:0.157043879907621;MB:0.069284064665127,Pons:0.762124711316397;MB-PONS:0.157043879907621;MB:0.069284064665127;HY:0.0046189376443418;TH:0.0046189376443418;HB:0.0023094688221709,Pons:0.762124711316397;MB-PONS:0.157043879907621;MB:0.069284064665127
271 NI-RPO Gata3 Nr4a2 Gaba,PONS:0.790322580645161;HB:0.137096774193548;MB-PONS:0.0349462365591398;MY:0.0188172043010753;MB:0.0134408602150538;HY:0.00537634408602151,PONS:0.790322580645161;HB:0.137096774193548;MB-PONS:0.0349462365591398,Pons:0.790322580645161;HB:0.137096774193548;MB-PONS:0.0349462365591398;MY:0.0188172043010753;MB:0.0134408602150538;HY:0.00537634408602151,Pons:0.790322580645161;HB:0.137096774193548;MB-PONS:0.0349462365591398
272 LDT-PCG-CS Gata3 Lhx1 Gaba,PONS:0.675403225806452;MB:0.1875;MB-PONS:0.0806451612903226;MY:0.0282258064516129;HB:0.0241935483870968;HY:0.00201612903225806;HY LZ:0.00201612903225806,PONS:0.675403225806452;MB:0.1875;MB-PONS:0.0806451612903226,Pons:0.675403225806452;MB:0.1875;MB-PONS:0.0806451612903226;MY:0.0282258064516129;HB:0.0241935483870968;HY:0.00403225806451613,Pons:0.675403225806452;MB:0.1875;MB-PONS:0.0806451612903226
273 PDTg-PCG Pax6 Gaba,PONS:0.736283185840708;MB:0.123893805309735;HB:0.0920353982300885;MY:0.0292035398230088;MB-PONS:0.0168141592920354;HY LZ:0.00176991150442478,PONS:0.736283185840708;MB:0.123893805309735;HB:0.0920353982300885,Pons:0.736283185840708;MB:0.123893805309735;HB:0.0920353982300885;MY:0.0292035398230088;MB-PONS:0.0168141592920354;HY:0.00176991150442478,Pons:0.736283185840708;MB:0.123893805309735;HB:0.0920353982300885
274 PDTg Otp Shroom3 Gaba,PONS:0.967479674796748;HB:0.032520325203252,PONS:0.967479674796748;HB:0.032520325203252;,Pons:0.967479674796748;HB:0.032520325203252,Pons:0.967479674796748;HB:0.032520325203252;
275 PDTg Otp Olig3 Gaba,PONS:0.924078091106291;HB:0.0672451193058568;MB:0.00433839479392625;MB-PONS:0.00216919739696312;MY:0.00216919739696312,PONS:0.924078091106291;HB:0.0672451193058568;MB:0.00433839479392625,Pons:0.924078091106291;HB:0.0672451193058568;MB:0.00433839479392625;MB-PONS:0.00216919739696312;MY:0.00216919739696312,Pons:0.924078091106291;HB:0.0672451193058568;MB:0.00433839479392625
276 LDT-PCG St18 Gaba,PONS:0.742268041237113;MB:0.146048109965636;MB-PONS:0.084192439862543;MY:0.0154639175257732;HB:0.00859106529209622;HY:0.00171821305841924;HY LZ:0.00171821305841924,PONS:0.742268041237113;MB:0.146048109965636;MB-PONS:0.084192439862543,Pons:0.742268041237113;MB:0.146048109965636;MB-PONS:0.084192439862543;MY:0.0154639175257732;HB:0.00859106529209622;HY:0.00343642611683849,Pons:0.742268041237113;MB:0.146048109965636;MB-PONS:0.084192439862543
277 DTN-LDT-IPN Otp Pax3 Gaba,PONS:0.620641562064156;MB:0.278940027894003;MB-PONS:0.0850767085076709;MY:0.00836820083682008;HB:0.00557880055788006;HY:0.000697350069735007;HY LZ:0.000697350069735007,PONS:0.620641562064156;MB:0.278940027894003;MB-PONS:0.0850767085076709,Pons:0.620641562064156;MB:0.278940027894003;MB-PONS:0.0850767085076709;MY:0.00836820083682008;HB:0.00557880055788006;HY:0.00139470013947001,Pons:0.620641562064156;MB:0.278940027894003;MB-PONS:0.0850767085076709
278 NLL Gata3 Gly-Gaba,PONS:0.887608069164265;MY:0.0662824207492795;MB-PONS:0.0201729106628242;CB:0.0172910662824208;MB:0.00864553314121038,PONS:0.887608069164265;MY:0.0662824207492795;MB-PONS:0.0201729106628242,Pons:0.887608069164265;MY:0.0662824207492795;MB-PONS:0.0201729106628242;CB:0.0172910662824208;MB:0.00864553314121038,Pons:0.887608069164265;MY:0.0662824207492795;MB-PONS:0.0201729106628242
279 PSV Pax2 Gly-Gaba,MY:0.571428571428571;CB:0.285714285714286;PONS:0.142857142857143,MY:0.571428571428571;CB:0.285714285714286;PONS:0.142857142857143,MY:0.571428571428571;CB:0.285714285714286;Pons:0.142857142857143,MY:0.571428571428571;CB:0.285714285714286;Pons:0.142857142857143
280 NLL-po Pax7 Gaba,PONS:0.928571428571429;MB:0.0714285714285714,PONS:0.928571428571429;MB:0.0714285714285714;,Pons:0.928571428571429;MB:0.0714285714285714,Pons:0.928571428571429;MB:0.0714285714285714;
281 POR Gata3 Gly-Gaba,MB-PONS:0.571428571428571;PONS:0.387755102040816;MY:0.0408163265306122,MB-PONS:0.571428571428571;PONS:0.387755102040816;MY:0.0408163265306122,MB-PONS:0.571428571428571;Pons:0.387755102040816;MY:0.0408163265306122,MB-PONS:0.571428571428571;Pons:0.387755102040816;MY:0.0408163265306122
282 POR Spp1 Gly-Gaba,MB-PONS:0.85;PONS:0.15,MB-PONS:0.85;PONS:0.15;,MB-PONS:0.85;Pons:0.15,MB-PONS:0.85;Pons:0.15;
283 PRP Otp Gly-Gaba,MY:0.835456475583864;HB:0.151804670912951;PONS:0.00849256900212314;HY LZ:0.00424628450106157,MY:0.835456475583864;HB:0.151804670912951;PONS:0.00849256900212314,MY:0.835456475583864;HB:0.151804670912951;Pons:0.00849256900212314;HY:0.00424628450106157,MY:0.835456475583864;HB:0.151804670912951;Pons:0.00849256900212314
284 GRN-IRN-MDRNd Ikzf1 Gly-Gaba,MY:0.916666666666667;HB:0.0833333333333333,MY:0.916666666666667;HB:0.0833333333333333;,MY:0.916666666666667;HB:0.0833333333333333,MY:0.916666666666667;HB:0.0833333333333333;
285 MY Lhx1 Gly-Gaba,MY:0.670906200317965;PONS:0.170111287758347;MB-PONS:0.0898251192368839;HB:0.0461049284578696;MB:0.019872813990461;CB:0.00158982511923688;HY:0.000794912559618442;HY LZ:0.000794912559618442,MY:0.670906200317965;PONS:0.170111287758347;MB-PONS:0.0898251192368839,MY:0.670906200317965;Pons:0.170111287758347;MB-PONS:0.0898251192368839;HB:0.0461049284578696;MB:0.019872813990461;CB:0.00158982511923688;HY:0.00158982511923688,MY:0.670906200317965;Pons:0.170111287758347;MB-PONS:0.0898251192368839
286 PPY-PGRNl Vip Glyc-Gaba,MY:0.825396825396825;HB:0.174603174603175,MY:0.825396825396825;HB:0.174603174603175;,MY:0.825396825396825;HB:0.174603174603175,MY:0.825396825396825;HB:0.174603174603175;
287 MV-SPIV-PRP Dmbx1 Gly-Gaba,MY:0.785123966942149;PONS:0.121212121212121;HB:0.0716253443526171;CB:0.0110192837465565;HY LZ:0.00275482093663912;MB:0.00275482093663912;MB-PONS:0.00275482093663912;TH:0.00275482093663912,MY:0.785123966942149;PONS:0.121212121212121;HB:0.0716253443526171,MY:0.785123966942149;Pons:0.121212121212121;HB:0.0716253443526171;CB:0.0110192837465565;HY:0.00275482093663912;MB:0.00275482093663912;MB-PONS:0.00275482093663912;TH:0.00275482093663912,MY:0.785123966942149;Pons:0.121212121212121;HB:0.0716253443526171
288 MDRN Hoxb5 Ebf2 Gly-Gaba,MY:0.957671957671958;HB:0.0423280423280423,MY:0.957671957671958;HB:0.0423280423280423;,MY:0.957671957671958;HB:0.0423280423280423,MY:0.957671957671958;HB:0.0423280423280423;
289 MDRNd Prox1 Pax6 Gly-Gaba,MY:0.943396226415094;PONS:0.0471698113207547;HY:0.00943396226415094,MY:0.943396226415094;PONS:0.0471698113207547;HY:0.00943396226415094,MY:0.943396226415094;Pons:0.0471698113207547;HY:0.00943396226415094,MY:0.943396226415094;Pons:0.0471698113207547;HY:0.00943396226415094
290 MY Prox1 Lmo7 Gly-Gaba,MY:0.753846153846154;PONS:0.158974358974359;HB:0.0820512820512821;MB-PONS:0.00512820512820513,MY:0.753846153846154;PONS:0.158974358974359;HB:0.0820512820512821,MY:0.753846153846154;Pons:0.158974358974359;HB:0.0820512820512821;MB-PONS:0.00512820512820513,MY:0.753846153846154;Pons:0.158974358974359;HB:0.0820512820512821
291 NTS-MDRNd Prox1 Zic1 Gly-Gaba,MY:0.951557093425606;HB:0.0380622837370242;PONS:0.0103806228373702,MY:0.951557093425606;HB:0.0380622837370242;PONS:0.0103806228373702,MY:0.951557093425606;HB:0.0380622837370242;Pons:0.0103806228373702,MY:0.951557093425606;HB:0.0380622837370242;Pons:0.0103806228373702
292 MV Nkx6-1 Gly-Gaba,MY:0.88909426987061;HB:0.1090573012939;TH:0.00184842883548983,MY:0.88909426987061;HB:0.1090573012939;TH:0.00184842883548983,MY:0.88909426987061;HB:0.1090573012939;TH:0.00184842883548983,MY:0.88909426987061;HB:0.1090573012939;TH:0.00184842883548983
293 PAS-MV Ebf2 Gly-Gaba,MY:0.856873822975518;HB:0.135122410546139;CB:0.00564971751412429;HY LZ:0.000941619585687382;TH:0.000941619585687382;HY:0.000470809792843691,MY:0.856873822975518;HB:0.135122410546139;CB:0.00564971751412429,MY:0.856873822975518;HB:0.135122410546139;CB:0.00564971751412429;HY:0.00141242937853107;TH:0.000941619585687382,MY:0.856873822975518;HB:0.135122410546139;CB:0.00564971751412429
294 MV Pax6 Gly-Gaba,MY:0.810909090909091;HB:0.141818181818182;PONS:0.0327272727272727;HY LZ:0.00727272727272727;CB:0.00363636363636364;MB-PONS:0.00363636363636364,MY:0.810909090909091;HB:0.141818181818182;PONS:0.0327272727272727,MY:0.810909090909091;HB:0.141818181818182;Pons:0.0327272727272727;HY:0.00727272727272727;CB:0.00363636363636364;MB-PONS:0.00363636363636364,MY:0.810909090909091;HB:0.141818181818182;Pons:0.0327272727272727
295 CBN Dmbx1 Gaba,CB:0.982939632545932;MY:0.0113735783027122;PONS:0.00349956255468067;HB:0.00174978127734033;MB-PONS:0.000437445319335083,CB:0.982939632545932;MY:0.0113735783027122;PONS:0.00349956255468067,CB:0.982939632545932;MY:0.0113735783027122;Pons:0.00349956255468067;HB:0.00174978127734033;MB-PONS:0.000437445319335083,CB:0.982939632545932;MY:0.0113735783027122;Pons:0.00349956255468067
296 RPA Pax6 Hoxb5 Gly-Gaba,MY:0.782312925170068;HB:0.163265306122449;PONS:0.0272108843537415;MB-PONS:0.0204081632653061;HY LZ:0.00680272108843537,MY:0.782312925170068;HB:0.163265306122449;PONS:0.0272108843537415,MY:0.782312925170068;HB:0.163265306122449;Pons:0.0272108843537415;MB-PONS:0.0204081632653061;HY:0.00680272108843537,MY:0.782312925170068;HB:0.163265306122449;Pons:0.0272108843537415
297 CU-ECU Pax2 Gly-Gaba,MY:0.888888888888889;CB:0.111111111111111,MY:0.888888888888889;CB:0.111111111111111;,MY:0.888888888888889;CB:0.111111111111111,MY:0.888888888888889;CB:0.111111111111111;
298 PRP Gata3 Slc6a5 Gly-Gaba,MY:0.867647058823529;HB:0.129411764705882;PONS:0.00294117647058824,MY:0.867647058823529;HB:0.129411764705882;PONS:0.00294117647058824,MY:0.867647058823529;HB:0.129411764705882;Pons:0.00294117647058824,MY:0.867647058823529;HB:0.129411764705882;Pons:0.00294117647058824
299 MARN-PPY Ngfr Gly-Gaba,MY:0.769230769230769;HB:0.230769230769231,MY:0.769230769230769;HB:0.230769230769231;,MY:0.769230769230769;HB:0.230769230769231,MY:0.769230769230769;HB:0.230769230769231;
300 PARN-MDRNd-NTS Gbx2 Gly-Gaba,MY:0.903058579574909;HB:0.0943494038361846;MB-PONS:0.0015552099533437;HY:0.000518403317781234;PONS:0.000518403317781234,MY:0.903058579574909;HB:0.0943494038361846;MB-PONS:0.0015552099533437,MY:0.903058579574909;HB:0.0943494038361846;MB-PONS:0.0015552099533437;HY:0.000518403317781234;Pons:0.000518403317781234,MY:0.903058579574909;HB:0.0943494038361846;MB-PONS:0.0015552099533437
301 MV Nr4a2 Gly-Gaba,MY:0.571428571428571;PONS:0.285714285714286;HB:0.142857142857143,MY:0.571428571428571;PONS:0.285714285714286;HB:0.142857142857143,MY:0.571428571428571;Pons:0.285714285714286;HB:0.142857142857143,MY:0.571428571428571;Pons:0.285714285714286;HB:0.142857142857143
302 MV Xdh Gly-Gaba,HB:0.846153846153846;MY:0.0769230769230769;PONS:0.0769230769230769,HB:0.846153846153846;MY:0.0769230769230769;PONS:0.0769230769230769,HB:0.846153846153846;MY:0.0769230769230769;Pons:0.0769230769230769,HB:0.846153846153846;MY:0.0769230769230769;Pons:0.0769230769230769
303 IRN Dmbx1 Pax2 Gly-Gaba,MY:0.903225806451613;HB:0.0806451612903226;MB-PONS:0.0161290322580645,MY:0.903225806451613;HB:0.0806451612903226;MB-PONS:0.0161290322580645,MY:0.903225806451613;HB:0.0806451612903226;MB-PONS:0.0161290322580645,MY:0.903225806451613;HB:0.0806451612903226;MB-PONS:0.0161290322580645
304 NTS-PARN Neurod2 Gly-Gaba,MY:0.935459940652819;HB:0.0578635014836795;PONS:0.00259643916913947;HY LZ:0.00148367952522255;MB-PONS:0.00148367952522255;MB:0.000741839762611276;TH:0.000370919881305638,MY:0.935459940652819;HB:0.0578635014836795;PONS:0.00259643916913947,MY:0.935459940652819;HB:0.0578635014836795;Pons:0.00259643916913947;HY:0.00148367952522255;MB-PONS:0.00148367952522255;MB:0.000741839762611276;TH:0.000370919881305638,MY:0.935459940652819;HB:0.0578635014836795;Pons:0.00259643916913947
305 SPVI-SPVC Sall3 Nfib Gly-Gaba,MY:0.939970717423133;HB:0.0571010248901903;HY:0.00146412884333821;TH:0.00146412884333821,MY:0.939970717423133;HB:0.0571010248901903;HY:0.00146412884333821,MY:0.939970717423133;HB:0.0571010248901903;HY:0.00146412884333821;TH:0.00146412884333821,MY:0.939970717423133;HB:0.0571010248901903;HY:0.00146412884333821
306 SPVI-SPVC Sall3 Lhx1 Gly-Gaba,MY:0.986870897155361;HB:0.012035010940919;HY:0.00109409190371991,MY:0.986870897155361;HB:0.012035010940919;HY:0.00109409190371991,MY:0.986870897155361;HB:0.012035010940919;HY:0.00109409190371991,MY:0.986870897155361;HB:0.012035010940919;HY:0.00109409190371991
307 RO-RPA Pkd2l1 Gaba,MY:0.977777777777778;HB:0.0222222222222222,MY:0.977777777777778;HB:0.0222222222222222;,MY:0.977777777777778;HB:0.0222222222222222,MY:0.977777777777778;HB:0.0222222222222222;
308 DCO Il22 Gly-Gaba,MY:0.942716857610475;HB:0.0425531914893617;PONS:0.00981996726677578;CB:0.00327332242225859;MB:0.0016366612111293,MY:0.942716857610475;HB:0.0425531914893617;PONS:0.00981996726677578,MY:0.942716857610475;HB:0.0425531914893617;Pons:0.00981996726677578;CB:0.00327332242225859;MB:0.0016366612111293,MY:0.942716857610475;HB:0.0425531914893617;Pons:0.00981996726677578
309 CB PLI Gly-Gaba,CB:0.940511307767945;MY:0.0349065880039331;HB:0.00884955752212389;PONS:0.00835791543756145;MB:0.00688298918387414;HY LZ:0.000491642084562439,CB:0.940511307767945;MY:0.0349065880039331;HB:0.00884955752212389,CB:0.940511307767945;MY:0.0349065880039331;HB:0.00884955752212389;Pons:0.00835791543756145;MB:0.00688298918387414;HY:0.000491642084562439,CB:0.940511307767945;MY:0.0349065880039331;HB:0.00884955752212389
310 CBX Golgi Gly-Gaba,CB:0.658536585365854;MY:0.292682926829268;HB:0.0365853658536585;PONS:0.0121951219512195,CB:0.658536585365854;MY:0.292682926829268;HB:0.0365853658536585,CB:0.658536585365854;MY:0.292682926829268;HB:0.0365853658536585;Pons:0.0121951219512195,CB:0.658536585365854;MY:0.292682926829268;HB:0.0365853658536585
311 CBX MLI Megf11 Gaba,CB:0.961048627191532;MB:0.0244789943764472;MY:0.0100066159444261;PONS:0.00388686735031426;HB:0.000578895137280847,CB:0.961048627191532;MB:0.0244789943764472;MY:0.0100066159444261,CB:0.961048627191532;MB:0.0244789943764472;MY:0.0100066159444261;Pons:0.00388686735031426;HB:0.000578895137280847,CB:0.961048627191532;MB:0.0244789943764472;MY:0.0100066159444261
