subclass_id_label,AllenRegionRate,AllenRegionRateTop3,MajorRegionRate,MajorRegionRateTop3
049 Lamp5 Gaba,MOp:0.232833587881433;VIS:0.148988560920113;RSP:0.0523953495620734;OLF:0.0496836330767073;PL-ILA-ORB:0.0462861951812486;ENT:0.0456004737711561;TEa-PERI-ECT:0.041984851790668;VISp:0.039584826855344;ACA:0.0348159461397002;SSs-GU-VISC-AIp:0.0329146276844435;HIP:0.0281457469687997;CTXsp:0.0235638811831811;PAR-POST-PRE-SUB-ProS:0.0231586821681264;AI-CLA:0.0194183835676215;VISl:0.0182651248324658;AId-AIv-AIp:0.0169560203222891;MOs-FRP:0.0165508213072344;AId-AIv:0.0164573138422217;VISm:0.0155534083470997;MO-FRP:0.0137767665118599;SSp:0.0137455973568557;AUD:0.0133715674968052;STR:0.0120624629866284;SS-GU-VISC:0.0110027117164854;PTLp:0.0100052987563507;AUD-TEa-PERI-ECT:0.00642084593086681;VIS-PTLp:0.00554810959074899;VISpos:0.00433251254558489;VISa:0.00427017423557647;CNU:0.00112208958015148;MB:0.000529875635071533;TH:0.000342860705046286;HY:0.000249353240033663;HY LZ:3.11691550042078e-05;PONS:3.11691550042078e-05,MOp:0.232833587881433;VIS:0.148988560920113;RSP:0.0523953495620734,Isocortex:0.81547860237509;HPF:0.0969049029080822;OLF:0.0732475142598884;STR:0.0120624629866284;CNU:0.00112208958015148;MB:0.000529875635071533;TH:0.000342860705046286;HY:0.000280522395037871;Pons:3.11691550042078e-05,Isocortex:0.81547860237509;HPF:0.0969049029080822;OLF:0.0732475142598884
050 Lamp5 Lhx6 Gaba,HIP:0.473454091193004;CTXsp:0.0828648761190922;ENT:0.0782844055798459;MOp:0.0618363522798251;PAR-POST-PRE-SUB-ProS:0.0574640849469082;OLF:0.0393504059962523;VIS:0.0345617322506767;PL-ILA-ORB:0.0328961066000416;TEa-PERI-ECT:0.018738288569644;ACA:0.0172808661253383;AI-CLA:0.0162398500936914;STR:0.0116593795544451;VISp:0.0116593795544451;AId-AIv:0.0112429731417864;RSP:0.00999375390381012;VISm:0.00728711222152821;AId-AIv-AIp:0.00624609618988132;VISl:0.00603789298355195;SSs-GU-VISC-AIp:0.00582968977722257;SS-GU-VISC:0.00333125130127004;MO-FRP:0.00270664168228191;PTLp:0.00208203206329377;SSp:0.0018738288569644;AUD:0.00145742244430564;VIS-PTLp:0.00104101603164689;VISpos:0.00104101603164689;AUD-TEa-PERI-ECT:0.00083281282531751;MOs-FRP:0.00083281282531751;VISa:0.00083281282531751;CNU:0.000624609618988132;TH:0.000416406412658755,HIP:0.473454091193004;CTXsp:0.0828648761190922;ENT:0.0782844055798459,HPF:0.609202581719758;Isocortex:0.255881740578805;OLF:0.122215282115345;STR:0.0116593795544451;CNU:0.000624609618988132;TH:0.000416406412658755,HPF:0.609202581719758;Isocortex:0.255881740578805;OLF:0.122215282115345
051 Pvalb chandelier Gaba,MOp:0.127775037000493;CTXsp:0.110508140108535;ENT:0.110014800197336;OLF:0.0966946225949679;TEa-PERI-ECT:0.0897878638381845;VIS:0.0621608288110508;HIP:0.0611741489886532;PL-ILA-ORB:0.0606808090774544;SSs-GU-VISC-AIp:0.0404538727183029;PAR-POST-PRE-SUB-ProS:0.0399605328071041;AI-CLA:0.0291070547607301;ACA:0.0212136161815491;AId-AIv:0.0207202762703503;VISp:0.018746916625555;RSP:0.0148001973359645;STR:0.0138135175135668;AId-AIv-AIp:0.0123334977799704;SS-GU-VISC:0.010853478046374;VISl:0.0093734583127775;AUD-TEa-PERI-ECT:0.00838677849037987;MO-FRP:0.00789343857918106;VISm:0.00789343857918106;AUD:0.00740009866798224;PTLp:0.00690675875678342;MOs-FRP:0.00444005920078934;VIS-PTLp:0.0029600394671929;MB:0.00148001973359645;VISpos:0.00148001973359645;VISa:0.000986679822397632,MOp:0.127775037000493;CTXsp:0.110508140108535;ENT:0.110014800197336,Isocortex:0.566354218056241;HPF:0.211149481993093;OLF:0.207202762703503;STR:0.0138135175135668;MB:0.00148001973359645,Isocortex:0.566354218056241;HPF:0.211149481993093;OLF:0.207202762703503
052 Pvalb Gaba,VIS:0.198538545853124;MOp:0.178260869565217;PL-ILA-ORB:0.0775301424917793;ENT:0.0698209718670077;TEa-PERI-ECT:0.0679941541834125;SSs-GU-VISC-AIp:0.0478991596638655;VISp:0.0369382535622945;ACA:0.032590427475338;PAR-POST-PRE-SUB-ProS:0.0300328827183047;RSP:0.0292656192911947;AId-AIv:0.0256850566313482;AI-CLA:0.0248812568505663;CTXsp:0.0248081841432225;OLF:0.020825721592985;VISl:0.0175739861161856;AId-AIv-AIp:0.0162586773839971;VISm:0.0158202411399342;MO-FRP:0.0142491779320424;AUD-TEa-PERI-ECT:0.0128242601388381;PTLp:0.00964559736938254;SS-GU-VISC:0.00938984289367921;AUD:0.00902447935696018;VIS-PTLp:0.00891487029594447;VISpos:0.0051881622214103;MOs-FRP:0.00471318962367556;VISa:0.00449397150164414;HIP:0.00427475337961271;STR:0.00222871757398612;CNU:0.000219218122031421;SSp:0.000109609061015711,VIS:0.198538545853124;MOp:0.178260869565217;PL-ILA-ORB:0.0775301424917793,Isocortex:0.84778955060285;HPF:0.104128607964925;OLF:0.0456339057362075;STR:0.00222871757398612;CNU:0.000219218122031421,Isocortex:0.84778955060285;HPF:0.104128607964925;OLF:0.0456339057362075
053 Sst Gaba,MOp:0.189645128404291;VIS:0.157459099956309;PL-ILA-ORB:0.0851012185057527;ENT:0.0560706830428662;RSP:0.0548570318947522;TEa-PERI-ECT:0.0515073547259576;PAR-POST-PRE-SUB-ProS:0.0427205204136123;SSs-GU-VISC-AIp:0.0413126850818001;ACA:0.0371619981552503;CTXsp:0.0347832419049468;VISp:0.034273508422739;AId-AIv:0.0280838875673576;AI-CLA:0.0219428127579009;AId-AIv-AIp:0.0197339676683334;VISm:0.0178649449002379;VISl:0.0166998397980484;HIP:0.0149521821447643;MO-FRP:0.0119666003204039;MOs-FRP:0.0116510510218943;PTLp:0.011456866838196;AUD:0.0114325938152337;OLF:0.0113840477693092;SS-GU-VISC:0.0100247584834215;AUD-TEa-PERI-ECT:0.00677217340647604;VIS-PTLp:0.00504878877615418;VISpos:0.00487887761541822;VISa:0.0039565027428516;SSp:0.00351958832953056;STR:0.0031069469391718;CNU:0.000388368367396476;HY LZ:9.70920918491189e-05;MB:7.28190688868392e-05;TH:7.28190688868392e-05,MOp:0.189645128404291;VIS:0.157459099956309;PL-ILA-ORB:0.0851012185057527,Isocortex:0.83635127918831;HPF:0.113743385601243;OLF:0.046167289674256;STR:0.0031069469391718;CNU:0.000388368367396476;HY:9.70920918491189e-05;MB:7.28190688868392e-05;TH:7.28190688868392e-05,Isocortex:0.83635127918831;HPF:0.113743385601243;OLF:0.046167289674256
054 STR Prox1 Lhx6 Gaba,STR:0.738152610441767;CTXsp:0.134136546184739;CNU:0.065863453815261;OLF:0.0273092369477912;TEa-PERI-ECT:0.00883534136546185;MOp:0.00481927710843374;PL-ILA-ORB:0.00481927710843374;TH:0.00401606425702811;HY:0.00321285140562249;HY LZ:0.00321285140562249;AI-CLA:0.00240963855421687;AUD:0.00160642570281125;SSs-GU-VISC-AIp:0.000803212851405623;VISm:0.000803212851405623,STR:0.738152610441767;CTXsp:0.134136546184739;CNU:0.065863453815261,STR:0.738152610441767;OLF:0.16144578313253;CNU:0.065863453815261;Isocortex:0.0240963855421687;HY:0.00642570281124498;TH:0.00401606425702811,STR:0.738152610441767;OLF:0.16144578313253;CNU:0.065863453815261
055 STR Lhx8 Gaba,STR:0.467956469165659;CNU:0.363966142684401;HY:0.120918984280532;HY LZ:0.0217654171704958;CTXsp:0.0120918984280532;TH:0.0120918984280532;OLF:0.00120918984280532,STR:0.467956469165659;CNU:0.363966142684401;HY:0.120918984280532,STR:0.467956469165659;CNU:0.363966142684401;HY:0.142684401451028;OLF:0.0133010882708585;TH:0.0120918984280532,STR:0.467956469165659;CNU:0.363966142684401;HY:0.142684401451028
056 Sst Chodl Gaba,STR:0.216778738392571;CNU:0.137688120397054;MOp:0.137367915465898;CTXsp:0.0710854947166186;PL-ILA-ORB:0.063720781300032;VIS:0.058597502401537;TEa-PERI-ECT:0.0384245917387128;SSs-GU-VISC-AIp:0.031700288184438;OLF:0.026577009285943;AId-AIv:0.0195325008005123;ACA:0.0182516810758886;AI-CLA:0.0179314761447326;HY:0.0163304514889529;ENT:0.0153698366954851;AId-AIv-AIp:0.0150496317643292;VISp:0.0140890169708614;MOs-FRP:0.0124879923150817;AUD:0.0118475824527698;SSp:0.0102465577969901;VISl:0.00992635286583413;VISm:0.00768491834774256;HY LZ:0.0064040986231188;RSP:0.0064040986231188;SS-GU-VISC:0.0064040986231188;MO-FRP:0.00544348382965098;PTLp:0.00544348382965098;PAR-POST-PRE-SUB-ProS:0.00416266410502722;AUD-TEa-PERI-ECT:0.00384245917387128;HIP:0.00384245917387128;VISa:0.00256163944924752;VIS-PTLp:0.00192122958693564;VISpos:0.0016010246557797;TH:0.00128081972462376,STR:0.216778738392571;CNU:0.137688120397054;MOp:0.137367915465898,Isocortex:0.500480307396734;STR:0.216778738392571;CNU:0.137688120397054;OLF:0.0976625040025616;HPF:0.0233749599743836;HY:0.0227345501120717;TH:0.00128081972462376,Isocortex:0.500480307396734;STR:0.216778738392571;CNU:0.137688120397054
057 NDB-SI-MA-STRv Lhx8 Gaba,CNU:0.528376248029427;HY:0.249868628481345;STR:0.198108250131372;HY LZ:0.0189174986862848;OLF:0.00183920126116658;CTXsp:0.00157645822385707;TH:0.00105097214923805;MOp:0.000262743037309511,CNU:0.528376248029427;HY:0.249868628481345;STR:0.198108250131372,CNU:0.528376248029427;HY:0.26878612716763;STR:0.198108250131372;OLF:0.00341565948502365;TH:0.00105097214923805;Isocortex:0.000262743037309511,CNU:0.528376248029427;HY:0.26878612716763;STR:0.198108250131372
058 PAL-STR Gaba-Chol,CNU:0.564796905222437;STR:0.292069632495164;HY:0.119922630560928;HY LZ:0.0174081237911025;TH:0.00386847195357834;OLF:0.00193423597678917,CNU:0.564796905222437;STR:0.292069632495164;HY:0.119922630560928,CNU:0.564796905222437;STR:0.292069632495164;HY:0.137330754352031;TH:0.00386847195357834;OLF:0.00193423597678917,CNU:0.564796905222437;STR:0.292069632495164;HY:0.137330754352031
059 GPe-SI Sox6 Cyp26b1 Gaba,CNU:0.711143695014663;STR:0.164222873900293;HY LZ:0.0454545454545455;TH:0.0366568914956012;HY:0.0278592375366569;OLF:0.00879765395894428;CTXsp:0.00439882697947214;TEa-PERI-ECT:0.00146627565982405,CNU:0.711143695014663;STR:0.164222873900293;HY LZ:0.0454545454545455,CNU:0.711143695014663;STR:0.164222873900293;HY:0.0733137829912024;TH:0.0366568914956012;OLF:0.0131964809384164;Isocortex:0.00146627565982405,CNU:0.711143695014663;STR:0.164222873900293;HY:0.0733137829912024
060 OT D3 Folh1 Gaba,STR:0.734943639291465;CNU:0.248953301127214;OLF:0.0135265700483092;PONS:0.000805152979066023;ACA:0.000644122383252818;HY:0.000644122383252818;CTXsp:0.000322061191626409;TH:0.000161030595813205,STR:0.734943639291465;CNU:0.248953301127214;OLF:0.0135265700483092,STR:0.734943639291465;CNU:0.248953301127214;OLF:0.0138486312399356;Pons:0.000805152979066023;HY:0.000644122383252818;Isocortex:0.000644122383252818;TH:0.000161030595813205,STR:0.734943639291465;CNU:0.248953301127214;OLF:0.0138486312399356
061 STR D1 Gaba,STR:0.832707237665915;CNU:0.141547708489857;PL-ILA-ORB:0.013473578762835;OLF:0.00846481342349111;CTXsp:0.0019534184823441;TH:0.00150262960180316;MOp:0.000200350613573754;ACA:0.000100175306786877;AI-CLA:5.00876533934385e-05,STR:0.832707237665915;CNU:0.141547708489857;PL-ILA-ORB:0.013473578762835,STR:0.832707237665915;CNU:0.141547708489857;Isocortex:0.013824192336589;OLF:0.0104182319058352;TH:0.00150262960180316,STR:0.832707237665915;CNU:0.141547708489857;Isocortex:0.013824192336589
062 STR D2 Gaba,STR:0.856088026639641;CNU:0.116789730225375;PL-ILA-ORB:0.0151054485787365;CTXsp:0.00564644563486318;OLF:0.00443994015732831;TH:0.000772163505622315;SS-GU-VISC:0.000434341971912552;ACA:0.000289561314608368;MOp:0.000241301095506974;HY:0.000144780657304184;TEa-PERI-ECT:4.82602191013947e-05,STR:0.856088026639641;CNU:0.116789730225375;PL-ILA-ORB:0.0151054485787365,STR:0.856088026639641;CNU:0.116789730225375;Isocortex:0.0161189131798658;OLF:0.0100863857921915;TH:0.000772163505622315;HY:0.000144780657304184,STR:0.856088026639641;CNU:0.116789730225375;Isocortex:0.0161189131798658
063 STR D1 Sema5a Gaba,STR:0.560814529444139;CNU:0.332140891579527;CTXsp:0.0445789763346175;OLF:0.0401761144744084;PL-ILA-ORB:0.0132085855806274;TH:0.00302696752889378;MOp:0.0019262520638415;AId-AIv:0.000825536598789213;HY:0.000550357732526142;SSp:0.000550357732526142;TEa-PERI-ECT:0.000550357732526142;ACA:0.000275178866263071;AI-CLA:0.000275178866263071;AUD-TEa-PERI-ECT:0.000275178866263071;HIP:0.000275178866263071;MOs-FRP:0.000275178866263071;SSs-GU-VISC-AIp:0.000275178866263071,STR:0.560814529444139;CNU:0.332140891579527;CTXsp:0.0445789763346175,STR:0.560814529444139;CNU:0.332140891579527;OLF:0.0847550908090259;Isocortex:0.0184369840396258;TH:0.00302696752889378;HY:0.000550357732526142;HPF:0.000275178866263071,STR:0.560814529444139;CNU:0.332140891579527;OLF:0.0847550908090259
064 STR-PAL Chst9 Gaba,CTXsp:0.427767536625594;STR:0.351799747744251;CNU:0.179198602891239;HY:0.0142621519355778;OLF:0.00941107984864655;PL-ILA-ORB:0.00446298631997671;TH:0.00310468613563598;TEa-PERI-ECT:0.00223149315998836;HY LZ:0.00203745027651111;SSs-GU-VISC-AIp:0.000970214417386242;AUD-TEa-PERI-ECT:0.000873192975647618;MOp:0.000776171533908994;AI-CLA:0.00067915009217037;AId-AIv:0.000485107208693121;HIP:0.000388085766954497;PAR-POST-PRE-SUB-ProS:0.000388085766954497;ENT:0.000291064325215873;SS-GU-VISC:0.000291064325215873;MO-FRP:0.000194042883477248;ACA:9.70214417386242e-05;AUD:9.70214417386242e-05;MOs-FRP:9.70214417386242e-05;VISm:9.70214417386242e-05,CTXsp:0.427767536625594;STR:0.351799747744251;CNU:0.179198602891239,OLF:0.437178616474241;STR:0.351799747744251;CNU:0.179198602891239;HY:0.0162996022120889;Isocortex:0.011351508683419;TH:0.00310468613563598;HPF:0.00106723585912487,OLF:0.437178616474241;STR:0.351799747744251;CNU:0.179198602891239
065 IA Mgp Gaba,CTXsp:0.725947521865889;STR:0.161321671525753;OLF:0.0583090379008746;CNU:0.0310981535471331;SSs-GU-VISC-AIp:0.0087463556851312;TEa-PERI-ECT:0.00388726919339164;PL-ILA-ORB:0.00291545189504373;AI-CLA:0.00194363459669582;AId-AIv:0.000971817298347911;AId-AIv-AIp:0.000971817298347911;ENT:0.000971817298347911;HY:0.000971817298347911;HY LZ:0.000971817298347911;PAR-POST-PRE-SUB-ProS:0.000971817298347911,CTXsp:0.725947521865889;STR:0.161321671525753;OLF:0.0583090379008746,OLF:0.784256559766764;STR:0.161321671525753;CNU:0.0310981535471331;Isocortex:0.0194363459669582;HPF:0.00194363459669582;HY:0.00194363459669582,OLF:0.784256559766764;STR:0.161321671525753;CNU:0.0310981535471331
066 NDB-SI-ant Prdm12 Gaba,CNU:0.628971962616822;STR:0.197196261682243;OLF:0.123364485981308;CTXsp:0.0383177570093458;PL-ILA-ORB:0.00467289719626168;HY:0.00280373831775701;TH:0.00280373831775701;HIP:0.000934579439252336;SS-GU-VISC:0.000934579439252336,CNU:0.628971962616822;STR:0.197196261682243;OLF:0.123364485981308,CNU:0.628971962616822;STR:0.197196261682243;OLF:0.161682242990654;Isocortex:0.00560747663551402;HY:0.00280373831775701;TH:0.00280373831775701;HPF:0.000934579439252336,CNU:0.628971962616822;STR:0.197196261682243;OLF:0.161682242990654
067 LSX Sall3 Pax6 Gaba,STR:0.921389396709324;CNU:0.0548446069469835;TH:0.0127970749542962;HY:0.00731261425959781;HY LZ:0.0036563071297989,STR:0.921389396709324;CNU:0.0548446069469835;TH:0.0127970749542962,STR:0.921389396709324;CNU:0.0548446069469835;TH:0.0127970749542962;HY:0.0109689213893967,STR:0.921389396709324;CNU:0.0548446069469835;TH:0.0127970749542962
068 LSX Otx2 Gaba,STR:0.911919831223629;CNU:0.0680379746835443;HY:0.0142405063291139;TH:0.00369198312236287;HY LZ:0.00105485232067511;OLF:0.00105485232067511,STR:0.911919831223629;CNU:0.0680379746835443;HY:0.0142405063291139,STR:0.911919831223629;CNU:0.0680379746835443;HY:0.015295358649789;TH:0.00369198312236287;OLF:0.00105485232067511,STR:0.911919831223629;CNU:0.0680379746835443;HY:0.015295358649789
069 LSX Nkx2-1 Gaba,STR:0.955781378742104;CNU:0.034331227684702;HY:0.00741554517989563;HY LZ:0.00137324910738808;TH:0.000823949464432848;OLF:0.000274649821477616,STR:0.955781378742104;CNU:0.034331227684702;HY:0.00741554517989563,STR:0.955781378742104;CNU:0.034331227684702;HY:0.00878879428728371;TH:0.000823949464432848;OLF:0.000274649821477616,STR:0.955781378742104;CNU:0.034331227684702;HY:0.00878879428728371
070 LSX Prdm12 Slit2 Gaba,STR:0.969319562575942;CNU:0.0215674362089915;OLF:0.00425273390036452;HY:0.00273390036452005;HY LZ:0.00182260024301337;PL-ILA-ORB:0.000303766707168894,STR:0.969319562575942;CNU:0.0215674362089915;OLF:0.00425273390036452,STR:0.969319562575942;CNU:0.0215674362089915;HY:0.00455650060753341;OLF:0.00425273390036452;Isocortex:0.000303766707168894,STR:0.969319562575942;CNU:0.0215674362089915;HY:0.00455650060753341
071 LSX Prdm12 Zeb2 Gaba,STR:0.988655321988655;CNU:0.011011011011011;HY LZ:0.000333667000333667,STR:0.988655321988655;CNU:0.011011011011011;HY LZ:0.000333667000333667,STR:0.988655321988655;CNU:0.011011011011011;HY:0.000333667000333667,STR:0.988655321988655;CNU:0.011011011011011;HY:0.000333667000333667
072 LSX Sall3 Lmo1 Gaba,STR:0.974887892376682;CNU:0.0233183856502242;OLF:0.00179372197309417,STR:0.974887892376682;CNU:0.0233183856502242;OLF:0.00179372197309417,STR:0.974887892376682;CNU:0.0233183856502242;OLF:0.00179372197309417,STR:0.974887892376682;CNU:0.0233183856502242;OLF:0.00179372197309417
073 MEA-BST Sox6 Gaba,STR:0.742744860943168;OLF:0.0900846432889964;CNU:0.0781438935912938;HY:0.060459492140266;CTXsp:0.0196493349455865;HY LZ:0.00755743651753325;ENT:0.00060459492140266;TEa-PERI-ECT:0.00030229746070133;HIP:0.000151148730350665;PAR-POST-PRE-SUB-ProS:0.000151148730350665;SSs-GU-VISC-AIp:0.000151148730350665,STR:0.742744860943168;OLF:0.0900846432889964;CNU:0.0781438935912938,STR:0.742744860943168;OLF:0.109733978234583;CNU:0.0781438935912938;HY:0.0680169286577993;HPF:0.00090689238210399;Isocortex:0.000453446191051995,STR:0.742744860943168;OLF:0.109733978234583;CNU:0.0781438935912938
074 MEA-BST Lhx6 Sp9 Gaba,STR:0.743385674338567;CNU:0.118950311895031;HY:0.104538610453861;CTXsp:0.0159174015917402;HY LZ:0.00903420090342009;OLF:0.00623790062379006;TH:0.00172080017208002;PAR-POST-PRE-SUB-ProS:0.000215100021510002,STR:0.743385674338567;CNU:0.118950311895031;HY:0.104538610453861,STR:0.743385674338567;CNU:0.118950311895031;HY:0.113572811357281;OLF:0.0221553022155302;TH:0.00172080017208002;HPF:0.000215100021510002,STR:0.743385674338567;CNU:0.118950311895031;HY:0.113572811357281
075 MEA-BST Lhx6 Nr2e1 Gaba,STR:0.760349854227405;CTXsp:0.117201166180758;CNU:0.0746355685131195;OLF:0.032069970845481;HY:0.00816326530612245;ENT:0.00233236151603499;HY LZ:0.00233236151603499;TH:0.00116618075801749;PAR-POST-PRE-SUB-ProS:0.000583090379008746;SSs-GU-VISC-AIp:0.000583090379008746;TEa-PERI-ECT:0.000583090379008746,STR:0.760349854227405;CTXsp:0.117201166180758;CNU:0.0746355685131195,STR:0.760349854227405;OLF:0.149271137026239;CNU:0.0746355685131195;HY:0.0104956268221574;HPF:0.00291545189504373;Isocortex:0.00116618075801749;TH:0.00116618075801749,STR:0.760349854227405;OLF:0.149271137026239;CNU:0.0746355685131195
076 MEA-BST Lhx6 Nfib Gaba,STR:0.552;HY:0.317333333333333;CNU:0.111757575757576;CTXsp:0.0135757575757576;OLF:0.00242424242424242;HY LZ:0.00193939393939394;TH:0.000727272727272727;HIP:0.000242424242424242,STR:0.552;HY:0.317333333333333;CNU:0.111757575757576,STR:0.552;HY:0.319272727272727;CNU:0.111757575757576;OLF:0.016;TH:0.000727272727272727;HPF:0.000242424242424242,STR:0.552;HY:0.319272727272727;CNU:0.111757575757576
077 CEA-BST Gal Avp Gaba,STR:0.509803921568627;CNU:0.401960784313726;HY:0.053921568627451;HY LZ:0.0245098039215686;CTXsp:0.00980392156862745,STR:0.509803921568627;CNU:0.401960784313726;HY:0.053921568627451,STR:0.509803921568627;CNU:0.401960784313726;HY:0.0784313725490196;OLF:0.00980392156862745,STR:0.509803921568627;CNU:0.401960784313726;HY:0.0784313725490196
078 SI-MA-ACB Ebf1 Bnc2 Gaba,CNU:0.667590027700831;STR:0.261772853185596;HY:0.0429362880886427;HY LZ:0.0193905817174515;TH:0.00277008310249307;CTXsp:0.00138504155124654;MB:0.00138504155124654;OLF:0.00138504155124654;PL-ILA-ORB:0.00138504155124654,CNU:0.667590027700831;STR:0.261772853185596;HY:0.0429362880886427,CNU:0.667590027700831;STR:0.261772853185596;HY:0.0623268698060942;OLF:0.00277008310249307;TH:0.00277008310249307;Isocortex:0.00138504155124654;MB:0.00138504155124654,CNU:0.667590027700831;STR:0.261772853185596;HY:0.0623268698060942
079 CEA-BST Six3 Cyp26b1 Gaba,STR:0.795788130185067;CNU:0.166879387364391;CTXsp:0.0338225909380983;HY:0.00159540523292916;TH:0.000957243139757498;HY LZ:0.000638162093171666;OLF:0.000319081046585833,STR:0.795788130185067;CNU:0.166879387364391;CTXsp:0.0338225909380983,STR:0.795788130185067;CNU:0.166879387364391;OLF:0.0341416719846841;HY:0.00223356732610083;TH:0.000957243139757498,STR:0.795788130185067;CNU:0.166879387364391;OLF:0.0341416719846841
080 CEA-AAA-BST Six3 Sp9 Gaba,STR:0.544921875;CTXsp:0.232979910714286;CNU:0.149274553571429;OLF:0.0426897321428571;HY LZ:0.0150669642857143;HY:0.0106026785714286;AI-CLA:0.00167410714285714;SSs-GU-VISC-AIp:0.00111607142857143;AId-AIv:0.000558035714285714;TEa-PERI-ECT:0.000558035714285714;AUD-TEa-PERI-ECT:0.000279017857142857;SS-GU-VISC:0.000279017857142857,STR:0.544921875;CTXsp:0.232979910714286;CNU:0.149274553571429,STR:0.544921875;OLF:0.275669642857143;CNU:0.149274553571429;HY:0.0256696428571429;Isocortex:0.00446428571428571,STR:0.544921875;OLF:0.275669642857143;CNU:0.149274553571429
081 ACB-BST-FS D1 Gaba,CNU:0.66258246936852;STR:0.24693685202639;CTXsp:0.0631479736098021;HY:0.0179076343072573;HY LZ:0.00471253534401508;OLF:0.00471253534401508,CNU:0.66258246936852;STR:0.24693685202639;CTXsp:0.0631479736098021,CNU:0.66258246936852;STR:0.24693685202639;OLF:0.0678605089538172;HY:0.0226201696512724,CNU:0.66258246936852;STR:0.24693685202639;OLF:0.0678605089538172
082 CEA-BST Ebf1 Pdyn Gaba,STR:0.810582481102712;CNU:0.168297020898177;CTXsp:0.0097821253890618;HY LZ:0.00644730991551801;TH:0.00244553134726545;HY:0.00222321031569586;MOp:0.000222321031569586,STR:0.810582481102712;CNU:0.168297020898177;CTXsp:0.0097821253890618,STR:0.810582481102712;CNU:0.168297020898177;OLF:0.0097821253890618;HY:0.00867052023121387;TH:0.00244553134726545;Isocortex:0.000222321031569586,STR:0.810582481102712;CNU:0.168297020898177;OLF:0.0097821253890618
083 CEA-BST Rai14 Pdyn Crh Gaba,CNU:0.501766784452297;STR:0.438162544169611;CTXsp:0.0353356890459364;HY:0.0212014134275618;TH:0.00353356890459364,CNU:0.501766784452297;STR:0.438162544169611;CTXsp:0.0353356890459364,CNU:0.501766784452297;STR:0.438162544169611;OLF:0.0353356890459364;HY:0.0212014134275618;TH:0.00353356890459364,CNU:0.501766784452297;STR:0.438162544169611;OLF:0.0353356890459364
084 BST-SI-AAA Six3 Slc22a3 Gaba,CNU:0.441558441558442;STR:0.263450834879406;HY LZ:0.172541743970315;HY:0.11317254174397;OLF:0.00556586270871985;CTXsp:0.00371057513914657,CNU:0.441558441558442;STR:0.263450834879406;HY LZ:0.172541743970315,CNU:0.441558441558442;HY:0.285714285714286;STR:0.263450834879406;OLF:0.00927643784786642,CNU:0.441558441558442;HY:0.285714285714286;STR:0.263450834879406
085 SI-MPO-LPO Lhx8 Gaba,HY:0.581632653061224;CNU:0.241138560687433;STR:0.118689581095596;HY LZ:0.0580021482277121;OLF:0.000537056928034372,HY:0.581632653061224;CNU:0.241138560687433;STR:0.118689581095596,HY:0.639634801288937;CNU:0.241138560687433;STR:0.118689581095596;OLF:0.000537056928034372,HY:0.639634801288937;CNU:0.241138560687433;STR:0.118689581095596
086 MPO-ADP Lhx8 Gaba,HY:0.52183908045977;CNU:0.324137931034483;HY LZ:0.133333333333333;STR:0.0199233716475096;CTXsp:0.000766283524904215,HY:0.52183908045977;CNU:0.324137931034483;HY LZ:0.133333333333333,HY:0.655172413793103;CNU:0.324137931034483;STR:0.0199233716475096;OLF:0.000766283524904215,HY:0.655172413793103;CNU:0.324137931034483;STR:0.0199233716475096
087 MPN-MPO-LPO Lhx6 Zfhx3 Gaba,HY:0.512485136741974;HY LZ:0.20332936979786;CNU:0.167657550535077;STR:0.114149821640904;CTXsp:0.00237812128418549,HY:0.512485136741974;HY LZ:0.20332936979786;CNU:0.167657550535077,HY:0.715814506539834;CNU:0.167657550535077;STR:0.114149821640904;OLF:0.00237812128418549,HY:0.715814506539834;CNU:0.167657550535077;STR:0.114149821640904
088 BST Tac2 Gaba,CNU:0.401146131805158;HY LZ:0.293696275071633;HY:0.210601719197708;STR:0.0945558739255014,CNU:0.401146131805158;HY LZ:0.293696275071633;HY:0.210601719197708,HY:0.504297994269341;CNU:0.401146131805158;STR:0.0945558739255014,HY:0.504297994269341;CNU:0.401146131805158;STR:0.0945558739255014
089 PVR Six3 Sox3 Gaba,HY:0.800988319856244;CNU:0.0956873315363881;HY LZ:0.0660377358490566;STR:0.036837376460018;MB:0.000449236298292902,HY:0.800988319856244;CNU:0.0956873315363881;HY LZ:0.0660377358490566,HY:0.867026055705301;CNU:0.0956873315363881;STR:0.036837376460018;MB:0.000449236298292902,HY:0.867026055705301;CNU:0.0956873315363881;STR:0.036837376460018
090 BST-MPN Six3 Nrgn Gaba,HY:0.801606046291923;STR:0.0940009447331129;CNU:0.0843174303259329;HY LZ:0.0160604629192253;CTXsp:0.00212564950401512;OLF:0.000944733112895607;MB:0.000472366556447804;TH:0.000472366556447804,HY:0.801606046291923;STR:0.0940009447331129;CNU:0.0843174303259329,HY:0.817666509211148;STR:0.0940009447331129;CNU:0.0843174303259329;OLF:0.00307038261691072;MB:0.000472366556447804;TH:0.000472366556447804,HY:0.817666509211148;STR:0.0940009447331129;CNU:0.0843174303259329
091 ARH-PVi Six6 Dopa-Gaba,HY:0.985386221294363;HY LZ:0.0125260960334029;STR:0.00208768267223382,HY:0.985386221294363;HY LZ:0.0125260960334029;STR:0.00208768267223382,HY:0.997912317327766;STR:0.00208768267223382,HY:0.997912317327766;STR:0.00208768267223382;
